,TITULAR,DESCRIPCIÓN,LINKS
69,Seis casos de coronavirus ensombrecen regreso del PSG,"El PSG anunció el jueves que “tres nuevos casos positivos” por nuevo coronavirus fueron detectados en su plantilla, lo que lleva a seis el número...",https://elcomercio.pe/videos/deportes/seis-casos-de-coronavirus-ensombrecen-regreso-del-psg-deporte-nnav-agafp-noticia/
70,Colombia registra 270 muertos y 8.488 contagiados de coronavirus en un día ,"Los lugares con más contagios registrados en esta jornada fueron: Bogotá (2.159), Antioquia (1.658), Valle del Cauca (519), Santander (464), Cund...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-colombia-en-vivo-casos-y-cifras-oficiales-del-viernes-4-de-setiembre-colombia-registra-270-muertos-y-8488-contagiados-de-covid-19-en-un-dia-ultimo-minuto-en-directo-ivan-duque-claudia-lopez-bogota-noticia/
71,Brasil registra 888 muertos por coronavirus en un día y el total rebasa los 125.000 ,"La cifra de pacientes recuperados se sitúa ahora en 3.278.243 y 688.056 personas permanecen bajo observación en el país que, con 210 millones de ...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-brasil-en-vivo-casos-y-cifras-oficiales-del-viernes-4-de-setiembre-brasil-registra-888-muertos-por-covid-19-en-un-dia-y-el-total-rebasa-los-125000-ultimas-noticias-noticia/
72,Canadá: multan con US$1.000 a pasajeros por negarse a llevar mascarilla en un avión ,Dos pasajero infringieron la norma canadiense sobre el uso de mascarillas. Son las primeras personas multadas desde la adopción del decreto,https://elcomercio.pe/mundo/norteamerica/coronavirus-canada-westjet-multan-con-us1000-a-pasajeros-por-negarse-a-llevar-mascarilla-en-un-avion-covid-19-nndc-noticia/
73,Áncash: gobernador presenta mejoría tras permanecer en UCI por COVID-19  ,"Juan Carlos Morillo Ulloa viene superando satisfactoriamente los problemas producidos por el coronavirus, señaló el Gobierno Regional. Se espera ...",https://elcomercio.pe/peru/ancash/ancash-gobernador-presenta-mejoria-tras-permanecer-en-uci-por-covid-19-noticia/
74,Bolsonaro pide que supermercados bajen precios de alimentos por “patriotismo”,"El mandatario brasileño, Jair Bolsonaro, dijo que los subsidios dados por el Gobierno a la población más desfavorecida durante la crisis del nuev...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-brasil-jair-bolsonaro-pide-que-supermercados-bajen-precio-de-alimentos-por-patriotismo-covid-19-nndc-noticia/
75,"Mapa del coronavirus EN VIVO, HOY viernes 4 de setiembre del 2020: cifra actualizada de muertos e infectados","Desde el comienzo de la epidemia más de 26.366.810 personas contrajeron la enfermedad. De ellas al menos 17.298.800 se recuperaron, según las aut...",https://elcomercio.pe/mundo/actualidad/mapa-del-coronavirus-en-vivo-hoy-viernes-4-de-setiembre-del-2020-cifra-actualizada-de-muertos-e-infectados-de-covid-19-oms-pandemia-estados-unidos-usa-china-europa-america-asia-africa-noticia/
76,COVID-19 | ¿Cómo distribuir equitativamente las futuras vacunas en el mundo? ,Los países ricos ya han reservado miles de millones de dosis de vacunas para sus propias poblaciones,https://elcomercio.pe/tecnologia/ciencias/covid-19-como-distribuir-equitativamente-las-futuras-vacunas-en-el-mundo-noticia/
77,Sanamente: ¿Las distintas cepas atacan de manera diferente al cuerpo?,"El doctor Elmer Huerta aclaró en el segmento Sanamente que existen diferentes cepas de COVID-19, pero no se ha comprobado que ataquen de forma di...",https://elcomercio.pe/videos/vida/sanamente-las-distintas-cepas-atacan-de-manera-diferente-al-cuerpo-vida-coronavirus-pandemia-nnav-amtv-noticia/
78,Brasil superó los 4 millones de casos de coronavirus ,"Brasil superó el jueves los cuatro millones de contagios de coronavirus desde el inicio de la pandemia, que muestra tímidas señales de ceder desp...",https://elcomercio.pe/videos/global/brasil-supero-los-4-millones-de-casos-de-coronavirus-pandemia-nnav-agafp-noticia/
79,La despedida sin lágrimas a víctimas de COVID-19 en Venezuela,Cuatro hombres con trajes especiales cargan un atáud con una de las víctimas de COVID-19 en Venezuela. Se dirigen hacia una fosa común ofrecida a...,https://elcomercio.pe/videos/global/la-despedida-sin-lagrimas-a-victimas-de-covid-19-en-venezuela-pandemia-nnav-agafp-noticia/
80,Reactivación económica [Fase 4]: ¿Qué actividades iniciarían en Octubre?,"Aunque todavía restan actividades de la Fase 3,  hay actividades de la fase 4 que resulta relevante reanudar próximamente. En esta nota entérate ...",https://elcomercio.pe/respuestas/fase-4-de-reactivacion-economica-cuales-son-las-actividades-que-iniciarian-en-octubre-coronavirus-peru-covid-19-pandemia-mincetur-produce-revtli-noticia/
81,OMS sobre vacunas contra el coronavirus: “No serán utilizadas hasta que se haya establecido que son eficaces y seguras” ,"La carrera de las vacunas ha desatado una competición desenfrenada entre Estados, que están aportando miles de millones de dólares a la puja, y t...",https://elcomercio.pe/mundo/actualidad/coronavirus-oms-no-avalara-ninguna-vacuna-contra-el-covid-19-si-no-es-segura-y-eficaz-tedros-adhanom-ghebreyesus-organizacion-mundial-de-la-salud-nndc-noticia/
82,Essalud: temor de contagiar a seres queridos con COVID-19 es frecuente en consultas psicológicas,El Hospital Guillermo Almenara de Essalud realizó mil consultas para mejorar la salud mental de sus asegurados y trabajadores. La mayoría de paci...,https://elcomercio.pe/lima/sucesos/coronavirus-peru-temor-de-contagiar-a-seres-queridos-es-frecuente-en-consultas-psicologicas-informa-essalud-nndc-noticia/
83,Martín Vizcarra afirma que faltan meses para tener la vacuna y “no podemos bajar la guardia”,El jefe de Estado reiteró su llamado a la ciudadanía para cumplir con las restricciones tendientes a prevenir los casos de COVID-19 en el país. ,https://elcomercio.pe/lima/sucesos/coronavirus-martin-vizcarra-son-meses-que-falta-para-tener-la-vacuna-no-podemos-bajar-la-guardia-vacuna-contra-el-covid-19-nndc-noticia/
84,OMS: “No esperamos ver vacunaciones masivas contra el coronavirus hasta mediados de 2021″,"La portavoz de la organización, Margaret Harris, señaló que hay entre seis y nueve candidatas a vacunas contra el COVID-19 en fases avanzadas de ...",https://elcomercio.pe/mundo/actualidad/coronavirus-oms-no-esperamos-ver-vacunaciones-masivas-contra-el-coronavirus-hasta-mediados-de-2021-margaret-harris-organizacion-mundial-de-la-salud-covid-19-vacuna-nndc-noticia/
85, Silvio Berlusconi tiene dolencia pulmonar leve y su situación clínica parecer ser prometedora | FOTOS,"Zangrillo, médico personal de Berlusconi, señaló que el líder político de 83 años sería un “paciente asintomático” de coronavirus. Se muestra opt...",https://elcomercio.pe/mundo/europa/coronavirus-en-italia-silvio-berlusconi-tiene-dolencia-pulmonar-leve-y-su-situacion-clinica-parecer-ser-prometedora-fotos-covid-19-noticia/
86,Dwayne ‘La Roca’ Johnson reveló que su familia y él dieron positivo a coronavirus,"El actor estadounidense manifestó en un video en su cuenta de Instagram que tanto él como su esposa y dos hijas dieron positivo para COVID-19, pe...",https://elcomercio.pe/videos/entretenimiento/dwayne-la-roca-johnson-revelo-que-el-y-su-familia-dieron-positivo-a-coronavirus-nnav-amtv-video-videos-entretenimiento-noticia/
87,Bono para niños de 200 soles: ¿qué requisitos se solicitan para acceder a este beneficio?,El Gobierno anunció la ayuda para aquellos niños en situación de vulnerabilidad debido al coronavirus. Entérate en esta nota todos los detalles,https://elcomercio.pe/respuestas/bono-200-soles-para-familias-con-ninos-menores-de-2-anos-quienes-pueden-recibir-el-subsidio-y-como-solicitarlo-aqui-el-link-midis-cuarentena-focalizada-beneficiarios-bono-200-soles-estado-de-emergencia-revtli-noticia/
88,Suspensión perfecta de labores: ¿cómo puedo acceder al bono de 760 soles? Aquí LINK OFICIAL ,El bono de 760 soles está dirigido a aquellos trabajadores que se encuentran en suspensión perfecta de labores. En esta nota podrás ver si accedi...,https://elcomercio.pe/respuestas/suspension-perfecta-de-labores-mira-aqui-si-eres-beneficiario-del-bono-de-760-soles-trabajadores-covid-19-coronavirus-link-consulta-revtli-noticia/
89,Coronavirus: Japón asumirá el costo de las vacunas contra el COVID-19 para su población,El gobierno también dijo que planea establecer fondos para compensar los posibles efectos secundarios de las vacuna contra el nuevo coronavirus,https://elcomercio.pe/mundo/asia/coronavirus-japon-asumira-el-costo-de-las-vacunas-contra-el-covid-19-para-la-poblacion-vacuna-noticia/
90,Potencial vacuna rusa contra el COVID-19 genera anticuerpos y no ha provocado incidentes adversos ,"Según los resultados preliminares de los ensayos clínicos, detallados en un estudio difundido por “The Lancet”, la potencial vacuna genera anticu...",https://elcomercio.pe/tecnologia/ciencias/coronavirus-rusia-potencial-vacuna-rusa-contra-el-covid-19-genera-anticuerpos-y-no-ha-provocado-incidentes-adversos-the-lancet-nndc-noticia/
91,"Quién es Ron DeSantis, el gobernador de Florida que ha puesto al Perú como mal ejemplo para no imponer cuarentena","El gobernador estadounidense Ron DeSantis, llamado muchas veces por la prensa como ’mini Trump’, minimizó las consecuencias de la pandemia de cor...",https://elcomercio.pe/mundo/eeuu/ron-desantis-coronavirus-el-gobernador-estadounidense-que-ha-puesto-al-peru-como-mal-ejemplo-para-no-imponer-cuarentena-covid-19-florida-estados-unidos-donald-trump-noticia/
92,COVID-19 | El estudio que concluye que los esteroides reducen la mortalidad en casos críticos ,Un nuevo estudio que aúna distintos ensayos en el mundo confirmó que la dexametasona y la hidrocortisona reducen la mortalidad en pacientes inter...,https://elcomercio.pe/tecnologia/ciencias/covid-19-el-estudio-que-concluye-que-los-esteroides-reducen-la-mortalidad-en-casos-criticos-coronavirus-noticia/
93,Teletrabajo: ¿Dejarán de existir las oficinas luego de la pandemia de coronavirus?,"Repasemos un poco el origen de la oficina, un espacio que tardó siglos en aparecer de forma oficial. Hoy podría tener los días contados ante la n...",https://elcomercio.pe/respuestas/teletrabajo-dejaran-de-existir-las-oficinas-tras-la-pandemia-de-coronavirus-covid-19-pandemia-home-office-revtli-noticia/
94,"“Levántate Peruano”, la canción sobre el COVID-19 que grabó ‘Cachuca’  antes de ser hospitalizado | VIDEO","Este tema, en el que también canta Jair Muro, Farik Grippa y Álvaro Rod, rinde homenaje a todo el personal que se encuentra combatiendo la pandem...",https://elcomercio.pe/tvmas/farandula/levantate-peruano-la-cancion-que-grabo-cachuca-junto-a-farik-gripa-y-otros-artistas-antes-de-ser-hospitalizado-video-youtube-coronavirus-covid-19-nndc-noticia/
95,Vacuna COVID-19: ¿Cómo saber si he sido seleccionado como voluntario de ensayo clínico?,Solo 6 mil voluntarios serán los escogidos para ser parte del ensayo clínico. La iniciativa todo fue un éxito. Entérate aquí todos los detalles,https://elcomercio.pe/respuestas/vacuna-covid-19-peru-voluntarios-inscritos-y-cuando-comienza-el-ensayo-sinopharm-vacuna-china-coronavirus-peru-covid-19-pandemia-martin-vizcarra-revtli-noticia/
96,Trump confía en tener una vacuna “segura y eficaz” contra el COVID-19 para octubre,"Durante un mitin ante cientos de personas en una pista de aterrizaje del aeropuerto de Latrobe (Pensilvania), Trump reiteró su promesa de que Est...",https://elcomercio.pe/mundo/eeuu/coronavirus-donald-trump-confia-en-tener-una-vacuna-para-octubre-y-agita-polemica-sobre-el-voto-covid-19-latrobe-pennsylvania-noticia/
97,Tenemos que hablar - Ep.91: COVID-19: ¿Cuál es el nivel de contagio de los asintomáticos? | Podcast,"Hace unos días, la ministra de Salud, Pilar Mazzetti, señaló que las personas asintomáticas tienen un nivel de contagio mucho menor que los pacie...",https://elcomercio.pe/podcast/tenemos-que-hablar/tenemos-que-hablar-ep91-covid-19-cual-es-el-nivel-de-contagio-de-los-asintomaticos-podcast-pandemia-spotify-noticia/
98,El avión “lleno de covidiotas” de Grecia a Reino Unido que hizo que 200 personas tuvieran que autoaislarse,"Algunos pasajeros ignoraron las reglas de uso de mascarillas en un vuelo de la isla griega Zante a la capital galesa, Cardiff, y el resultado fue...",https://elcomercio.pe/mundo/europa/coronavirus-el-vuelo-lleno-de-covidiotas-de-grecia-a-reino-unido-que-hizo-que-200-personas-tuvieran-que-autoaislarse-vuelos-internacionales-peru-noticia/
99,"La hidrocortisona reduce la mortalidad de enfermos graves de COVID-19, según estudio ",Los investigadores del  Imperial College London advierten que “este no es un tratamiento que se pueda utilizar en casa para prevenir el coronavir...,https://elcomercio.pe/tecnologia/ciencias/la-hidrocortisona-reduce-la-mortalidad-de-enfermos-graves-de-covid-19-segun-estudio-noticia/
100,Nueva Zelanda registra el primer muerto por coronavirus en más de 3 meses,"“El hombre, en la cincuentena, fue parte del brote registrado en Auckland y falleció hoy en el (hospital) Middlemore”, dijo el departamento de Sa...",https://elcomercio.pe/mundo/actualidad/coronavirus-nueva-zelanda-registra-primer-muerto-de-covid-19-en-mas-de-tres-meses-sucedio-en-auckland-jacinda-ardern-noticia/
101,Ventas en emporios comerciales caerían al menos en 30% en campaña navideña,"Las ventas serán menores que el año pasado, pero esta última temporada ayudará a mitigar la caída, indicó experta. Agregó que las compras ahora s...",https://elcomercio.pe/economia/peru/coronavirus-ventas-en-emporios-comerciales-caerian-al-menos-en-30-en-campana-navidena-gamarra-polvos-azules-ncze-noticia/
102,Banco de la Nación: ¿Cómo saber tu número de cuenta y revisar tu saldo por Internet?,Aquí te contamos qué canales usar para consultar el estado de tus ahorros y cómo revisar tu saldo por Internet en el Banco de la Nación.,https://elcomercio.pe/respuestas/banco-de-la-nacion-como-saber-tu-numero-de-cuenta-y-revisar-tu-saldo-por-internet-aqui-link-coronavirus-covid-19-revtli-noticia/
103,¿Jean Deza importa? Por Pedro Ortiz Bisso,"En el plano estrictamente deportivo, nuestra querida Liga 1 da mucho para investigar. Ahí también hay noticia.",https://elcomercio.pe/deporte-total/futbol-peruano/jean-deza-importa-por-pedro-ortiz-bisso-noticia/
104,Surquillo: detienen a dos personas por participar de reunión clandestina en plena inmovilización social | VIDEO,La mayoría de los asistentes huyó por la puerta trasera. Policía Nacional presume que más de 10 personas participaron de la reunión.  ,https://elcomercio.pe/lima/policiales/coronavirus-peru-surquillo-detienen-a-dos-personas-por-participar-de-reunion-clandestina-en-plena-inmovilizacion-social-nndc-noticia/
105,Coronavirus en Perú: en un primer año se vacunará contra el COVID-19 a las personas mayores de 18 años  ,"El viceministro de Salud Pública, Luis Suárez, señaló que en la segunda etapa se vacunará a los menores de 18 años, ya que “son los que tienen me...",https://elcomercio.pe/lima/sucesos/coronavirus-peru-en-un-primer-ano-se-vacunara-contra-el-covid-19-a-las-personas-mayores-de-18-anos-nndc-noticia/
106,Estudiante pobre se conecta a wifi de un palacio municipal mexicano para sus clases virtuales [VIDEO],"Hadassa Desiree, de 14 años, cursa el tercer grado de secundaria. Ella llega todos los días a las 8:30 de la mañana a las inmediaciones del munic...",https://elcomercio.pe/mundo/mexico/coronavirus-mexico-ante-carencias-tecnologicas-estudiante-hadassa-desiree-se-conecta-a-wifi-de-palacio-municipal-de-ecatepec-para-tomar-clases-virtuales-covid-19-noticia/
107,Francia: Cierran 22 centros educativos por contagios de COVID-19,"“Si hay más de tres casos se activa el cierre de una estructura escolar”, recordó el ministro de Educación de Francia, Jean-Michel Blanquer, que ...",https://elcomercio.pe/mundo/europa/coronavirus-francia-cierra-22-centros-educativos-por-covid-19-nndc-noticia/
108,"Madrid, su “hospital de pandemias”, y una segunda ola de COVID-19 que llegó antes de lo previsto","Madrid, con más de 6,5 millones de habitantes, representa desde el inicio de la pandemia cerca de un tercio de los 29.000 fallecidos por coronavi...",https://elcomercio.pe/mundo/europa/coronavirus-madrid-su-hospital-de-pandemias-y-una-segunda-ola-de-covid-19-que-llego-antes-de-lo-previsto-nndc-noticia/
109,Italia concederá permisos y teletrabajo a padres de niños en cuarentena por COVID-19,"De otro lado, las autoridades también informaron que se está trabajando para realizar pruebas rápidas a todos los alumnos y profesores en caso de...",https://elcomercio.pe/mundo/europa/coronavirus-italia-concedera-permisos-y-teletrabajo-a-los-padres-de-ninos-en-cuarentena-covid-19-nndc-noticia/
110,Conmoción en Argentina: una profesora murió mientras dictaba una clase virtual; tenía síntomas de coronavirus,"La propia profesora Paola de Simone había contado en sus redes sociales que llevaba cuatro semanas con síntomas de coronavirus, que no desaparecí...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-argentina-paola-de-simone-una-profesora-de-la-uade-murio-mientras-dictaba-una-clase-virtual-por-zoom-tenia-46-anos-y-sintomas-de-covid-19-noticia/
111,Pueblos indígenas y afroperuanos: ¿cómo están enfrentado al COVID-19 los grupos más vulnerables?,A la fecha no existen registros oficiales del total de casos de COVID-19 en ambas poblaciones. No solo se ubican en los sectores más afectados po...,https://elcomercio.pe/peru/pueblos-indigenas-y-afroperuanos-como-estan-enfrentado-al-covid-19-los-grupos-mas-vulnerables-coronavirus-noticia/
112,Mueren 30 pacientes con COVID-19 por bacterias en hospital de Ate,"De los 51 contagiados, 30 murieron, 11 fueron dados de alta y diez permanecen en UCI del hospital “que se inauguró a empujones”, según asesor del...",https://elcomercio.pe/lima/sucesos/mueren-30-pacientes-con-covid-19-por-bacterias-en-hospital-de-ate-noticia/
113,"Coronavirus EN VIVO | Últimas noticias, casos y muertes por COVID-19 en el mundo, hoy jueves 03 de setiembre",Coronavirus EN VIVO en el mundo | Sigue aquí EN DIRECTO las últimas noticias y conoce las cifras actualizadas de la pandemia COVID-19 en todo el ...,https://elcomercio.pe/mundo/actualidad/coronavirus-en-vivo-cifras-confirmadas-casos-muertes-y-noticias-de-pandemia-covid-19-en-el-mundo-hoy-jueves-03-de-setiembre-2020-sars-cov-2-virus-oms-vacuna-covid-19-noticia/
114,"Coronavirus Perú EN VIVO | Cifras oficiales y noticias en el día 172 del estado de emergencia, hoy jueves 03 de setiembre","Coronavirus Perú EN VIVO | Últimas noticias, cifras oficiales del Minsa y datos sobre el avance de la pandemia en el país, HOY jueves 03 de setie...",https://elcomercio.pe/peru/coronavirus-peru-en-vivo-cifras-oficiales-casos-muertos-y-noticias-hoy-jueves-03-de-setiembre-2020-dia-172-del-estado-de-emergencia-cuarentena-focalizada-minsa-pilar-mazzetti-martin-vizcarra-noticia/
115,China suma 25 casos “importados” de coronavirus y encadena ya 19 días sin contagios locales ,Los positivos importados -14 más que en la víspera- se les diagnosticaron a viajeros procedentes del extranjero en las ciudades de Shanghái (este...,https://elcomercio.pe/mundo/asia/datos-coronavirus-en-china-casos-y-cifras-oficiales-del-4-de-setiembre-china-suma-25-casos-importados-de-covid-19-y-encadena-ya-19-dias-sin-contagios-locales-noticia/
116,México reporta 5.937 casos de coronavirus y 513 muertes en un día ,"México ocupa el octavo lugar mundial en casos confirmados detrás de Estados Unidos, Brasil, India, Rusia, Perú, Sudáfrica y Colombia y el tercero...",https://elcomercio.pe/mundo/mexico/coronavirus-en-mexico-en-vivo-casos-y-cifras-oficiales-del-jueves-3-de-setiembre-mexico-reporta-5937-casos-de-covid-19-y-513-muertes-en-un-dia-ultimo-minuto-en-directo-amlo-cdmx-noticia/
117,Estados Unidos registra 1.085 muertes y 37.780 casos de coronavirus en un día ,"Pese a que Nueva York ya no es el estado con un mayor número de contagios, sí sigue como el más golpeado en cuanto a muertos en Estados Unidos co...",https://elcomercio.pe/mundo/eeuu/coronavirus-en-estados-unidos-en-vivo-hoy-jueves-3-de-setiembre-de-2020-eeuu-registra-1085-muertes-y-37780-casos-de-covid-19-en-un-dia-usa-casos-y-cifras-oficiales-donald-trump-noticia/
118,Más de 10 mil peruanos vencieron al coronavirus en la Villa Panamericana de Lima,"Desde hace cinco meses, la Villa Panamericana de Lima, que albergó a miles de deportistas en los Juegos de 2019, se ha convertido en un centro de...",https://elcomercio.pe/videos/pais/mas-de-10-mil-peruanos-vencieron-al-coronavirus-en-la-villa-panamericana-de-lima-video-nnav-vr-noticia/
119,Coronavirus: Vacuna china llega al Perú para los ensayos clínicos en seis mil voluntarios,"Este miércoles, una misión científica china arribó a Lima trayendo un lote de una potencial vacuna contra la COVID-19, que a partir de la semana ...",https://elcomercio.pe/videos/pais/coronavirus-vacuna-china-llega-al-peru-para-los-ensayos-clinicos-en-seis-mil-voluntarios-video-nnav-vr-noticia/
120,Cuba prueba su posible vacuna contra el coronavirus en voluntarios de 60 a 80 años ,"Según el calendario oficial, las pruebas terminarán el 11 de enero de 2021 y los resultados estarán disponibles el 1 de febrero, para ser publica...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-cuba-prueba-su-posible-vacuna-contra-la-covid-19-en-voluntarios-de-60-a-80-anos-nndc-noticia/
121,Colombia registra 8.235 contagios y 270 muertos por coronavirus en 24 horas,"De los nuevos infectados 2.931 están en Bogotá, seguida de los departamentos de Antioquia (1.517), Santander (683), Valle del Cauca (344) y Atlán...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-colombia-en-vivo-casos-y-cifras-oficiales-deljueves-3-de-setiembre-colombia-registra-8235-contagios-y-270-muertos-por-covid-19-en-24-horas-ultimo-minuto-en-directo-ivan-duque-claudia-lopez-bogota-noticia/
122,Argentina registra nuevo récord de 12.026 contagios de coronavirus en un día ,"El sistema sanitario argentino tiene el 61,1% de sus camas de cuidados intensivos ocupadas hasta el momento, con tensiones puntuales en los centr...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-argentina-en-vivo-casos-y-cifras-oficiales-del-jueves-3-de-setiembre-argentina-registra-nuevo-record-de-12026-contagios-de-covid-19-en-un-dia-en-directo-minuto-a-minuto-amba-buenos-aires-alberto-fernandez-noticia/
123,Minsa reportó 6.708 nuevos casos confirmados de COVID-19 y el número acumulado llega a  670.145,"La cifra de contagiados por coronavirus tuvo un nuevo incremento este miércoles, pasando de 663.437 a  670.145, según el Ministerio de Salud.",https://elcomercio.pe/lima/sucesos/coronavirus-peru-minsa-reporto-6708-nuevos-casos-confirmados-de-covid-19-y-el-numero-acumulado-llega-a-670145-estado-de-emergencia-nndc-noticia/
124,Brasil supera los 4 millones de casos de coronavirus ,"Tras varios meses en una meseta con un promedio diario de más de mil muertos, el gigante sudamericano registra desde fines de agosto una leve dis...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-brasil-en-vivo-casos-y-cifras-oficiales-del-jueves-3-de-setiembre-brasil-supera-los-4-millones-de-casos-de-covid-19-jair-bolsonaro-ultimas-noticias-noticia/
125,Cinco noticias que debes leer hoy jueves 3 de setiembre,Compartimos contigo cinco de las noticias más relevantes de hoy.,https://elcomercio.pe/desde-la-redaccion/cinco-noticias-que-debes-leer-hoy-jueves-3-de-setiembre-vacuna-covid-19-congreso-martha-chavez-sicariato-lionel-messi-noticia/
126,Familias bolivianas recurren a tumbas clandestinas debido a cementerios colapsados por el coronavirus ,Bolivia ha estado luchando para contener la diseminación del coronavirus en medio de una creciente tensión política ante la proximidad de las ele...,https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-bolivia-familias-bolivianas-recurren-a-tumbas-clandestinas-debido-a-cementerios-colapsados-por-el-covid-19-noticia/
127,Chorrillos: policías participaron de reunión sin cumplir con distanciamiento social | FOTOS,En las imágenes se aprecia que los agentes participaron de evento realizado por el Día de Santa Rosa de Lima. Un grupo de bailarines que animó la...,https://elcomercio.pe/lima/policiales/coronavirus-en-peru-chorrillos-policias-participaron-de-reunion-sin-cumplir-con-distanciamiento-social-fotos-nndc-noticia/
128,Viva Air: “Dejamos de percibir más de US$100 millones en ingresos por esta para”,"Con la cuarentena focalizada, la aerolínea solo operó tres rutas en el Perú. En Colombia, donde está su matriz, apenas han reiniciado sus vuelos....",https://elcomercio.pe/economia/dia-1/vuelos-coronavirus-en-peru-viva-air-felix-antelo-dejamos-de-percibir-mas-de-us100-millones-en-ingresos-por-esta-para-noticia/
129,Atlético de Madrid confirmó los positivos por coronavirus de Diego Costa y Santiago Arias,Atlético de Madrid confirmó que Diego Costa y Santiago Arias tienen coronavirus. Los jugadores son asintomáticos y están en cuarentena,https://elcomercio.pe/deporte-total/futbol-mundial/coronavirus-atletico-de-madrid-diego-costa-y-santiago-arias-dieron-positivo-al-covid-19-espana-laliga-nczd-noticia/
130,Pilar Mazzetti y los asintomáticos de COVID-19: tres infectólogos explican el nivel de contagio ,"A raíz de las declaraciones de la Ministra de Salud, especialistas explican las razones por las que las personas que no presentan síntomas de cor...",https://elcomercio.pe/lima/sucesos/pilar-mazzetti-y-los-asintomaticos-de-covid-19-tres-infectologos-explican-el-nivel-de-contagio-coronavirus-en-peru-jaime-chincha-noticia/
131,El primer rompecabezas peruano de cartón reciclado y cómo nació en una tarde de roommates,"Esta es la historia de Cristina Vereau y Emilia Gutiérrez, las jóvenes creadoras de Rompe, una marca de rompecabezas fabricados con cartón recicl...",https://elcomercio.pe/viu/actitud-viu/coronavirus-peru-el-primer-rompecabezas-peruano-de-carton-reciclado-y-como-nacio-en-una-tarde-de-roomates-cuarentena-noticia/
132,"Marquinhos sería uno de los tres nuevos casos de coronavirus en PSG, según L’Equipe",PSG comunicó este jueves que tres futbolistas del primer equipo dieron positivo a las pruebas de coronavirus. El defensa brasileño Marquinhos est...,https://elcomercio.pe/deporte-total/futbol-mundial/coronavirus-psg-confirmo-tres-nuevos-casos-de-coronavirus-y-marquinhos-seria-uno-de-ellos-segun-lequipe-nczd-noticia/
133,¿Por qué la automedicación puede agravar la salud de personas con COVID-19?,"La ingesta de medicamentos sin prescripción médica puede causar efectos adversos leves, moderados o, en el peor de los casos, graves.",https://elcomercio.pe/respuestas/por-que/covid-19-por-que-la-automedicacion-puede-agravar-la-salud-de-los-pacientes-contagiados-coronavirus-salud-pandemia-digemid-ministerio-de-salud-minsa-revtli-noticia/
134,Cuarentena focalizada en Perú: ¿En qué regiones y provincias debe cumplirse de forma obligatoria?,Al menos cuatro regiones se encuentran en cuarentena focalizada todo el mes de setiembre junto a más de 40 provincias. Una medida que busca reduc...,https://elcomercio.pe/respuestas/cuarentena-focalizada-en-que-regiones-y-provincias-debe-acatarse-de-forma-obligatoria-coronavirus-covid-19-pandemia-revtli-noticia/
135,El ministro holandés que celebró boda sin distancia social y generó un escándalo político,Ferdinand Grapperhaus logró superar una moción de censura en el Parlamento holandés por haber celebrado su boda sin mantener la distancia social ...,https://elcomercio.pe/mundo/europa/coronavirus-ferdinand-grapperhaus-el-ministro-holandes-que-celebro-boda-sin-distancia-social-y-genero-un-escandalo-supero-mocion-de-censura-covid-19-nndc-noticia/
136,Minsa advierte que “la epidemia puede llegar a un lugar del país que aún no ha sido afectada”,"El viceministro de Salud Pública del Minsa, Luis Suárez Ognio, exhortó a la ciudadanía a no dejar de cumplir las disposiciones para evitar más ca...",https://elcomercio.pe/lima/sucesos/coronavirus-peru-minsa-advierte-la-epidemia-puede-llegar-a-un-lugar-del-pais-que-aun-no-ha-sido-afectada-nndc-noticia/
137,España suma 3.607 casos de coronavirus en un día y Madrid sigue preocupando,"La región madrileña notificó a Sanidad 3.077 positivos nuevos y de ellos, 1.200 fueron confirmados el día previo, una cifra muy superior a la seg...",https://elcomercio.pe/mundo/espana/coronavirus-espana-en-vivo-hoy-jueves-3-de-setiembre-suma-3607-casos-de-coronavirus-en-un-dia-y-madrid-sigue-preocupando-salvador-illa-cataluna-ultimas-noticias-infectados-contagiados-muertos-rebrotes-y-resumen-de-hoy-en-directo-noticia/
138,La casa del escritor Hemingway en Florida sobrevive a la pandemia gracias a sus ’gatos mutantes’ | FOTOS,"Sin turistas por la pandemia, la casa del escritor Ernest Hemingway en los cayos de Florida apenas consigue sobrevivir gracias a los gatos de sei...",https://elcomercio.pe/mundo/eeuu/coronavirus-usa-la-casa-del-escritor-ernest-hemingway-en-florida-sobrevive-a-la-pandemia-de-covid-19-gracias-a-sus-gatos-mutantes-estados-unidos-fotos-nndc-noticia/
139,COVID-19: embajador de China señala que los ensayos clínicos en Perú van a durar unos 16 meses,"No obstante, Liang Yu también estima que la vacuna estará lista pronto.  “Científicamente, para tener el resultado final, son 16 meses, pero la a...",https://elcomercio.pe/lima/sucesos/vacuna-contra-el-covid-19-de-sinopharm-estaria-lista-a-finales-de-este-ano-o-inicios-de-2020-ano-senala-embajador-de-china-nndc-noticia/
