,TITULAR,DESCRIPCIÓN,LINKS
140,La historia de una milagrosa vacuna sin suficientes estudios que enfermó a cientos de estadounidenses hace 44 años,"Donald Trump no es el primer presidente de EE.UU. que ofrece una inyección que no ha sido aprobada. En 1976 lo hizo Gerald Ford, y las consecuenc...",https://elcomercio.pe/mundo/eeuu/coronavirus-donald-trump-la-historia-de-una-milagrosa-vacuna-que-enfermo-a-cientos-de-estadounidenses-hace-44-anos-noticia/
141,Coronavirus: ¿cómo informó la televisión china sobre la llegada de potencial vacuna de Sinopharm al Perú?,"El canciller Mario López, la ministra de Salud, Pilar Mazzetti, y el embajador chino en Lima, Liang Yu, recibieron a la misión que coordinará est...",https://elcomercio.pe/mundo/asia/coronavirus-peru-cgtn-como-informo-la-television-china-sobre-la-llegada-de-potencial-vacuna-de-sinopharm-al-pais-covid-19-videos-nndc-noticia/
142,“Tienen la mortalidad más alta”: Gobernador de Florida pone como ejemplo al Perú para no imponer una cuarentena,Ron DeSantis dijo que el Perú ha tenido el encierro “más draconiano... y tienen el per cápita más alto de mortalidad en el mundo por COVID-19″,https://elcomercio.pe/mundo/eeuu/coronavirus-gobernador-de-florida-ron-desantis-pone-como-ejemplo-al-peru-para-no-imponer-una-cuarentena-por-covid-19-nndc-noticia/
143,¿Con qué países Perú retomaría los vuelos internacionales desde octubre?,"El titular del Ministerio de Transportes y Comunicaciones del Perú, Carlos Estremadoyro, dio a conocer cuáles son los potenciales países para ret...",https://elcomercio.pe/mundo/actualidad/coronavirus-peru-vuelos-internacionales-cuales-son-los-paises-con-los-que-se-retomarian-los-vuelos-desde-octubre-covid-19-fotos-nndc-noticia/
144,Miami-Dade: el alumno de 16 años que fue arrestado por “hackear” clases virtuales,El estudiante confesó orquestar ocho ciberataques encaminados a la denegación de servicio y fueron específicamente diseñados para abrumar las red...,https://elcomercio.pe/mundo/eeuu/coronavirus-en-miami-dade-el-alumno-de-16-anos-que-fue-arrestado-por-hackear-clases-virtuales-estados-unidos-noticia/
145,"“The Batman”: Robert Pattinson da positivo a Covid-19, la filmación de la cinta vuelve a detenerse","Warner Bros. no brindó muchos detalles al respecto, solo indicó que la persona que contrajo el virus fue puesto en cuarentena.",https://elcomercio.pe/luces/cine/the-batman-detiene-su-rodaje-otra-vez-miembro-de-produccion-dio-positivo-a-covid-19-robert-pattinson-nndc-noticia/
146,Tenista contó el martirio que vive en el US Open 2020: “Es una pesadilla y quiero recuperar mi libertad” ,"Kristina Mladenovic, actual número 44 del ránking WTA, habló sobre los extremos protocolos de seguridad en la burbuja del Abierto de los Estados ...",https://elcomercio.pe/deporte-total/polideportivo/us-open-2020-tenista-kristina-mladenovic-conto-el-martirio-que-vive-en-el-abierto-de-estados-unidos-es-una-pesadilla-y-quiero-recuperar-mi-libertad-nczd-noticia/
147,Delegación de científicos llegan desde China para el inicio de ensayos clínicos,Científicos llegaron al aeropuerto Jorge Chávez con el primer lote de vacunas que serán aplicadas desde el 8 de setiembre. Las dosis desarrollada...,https://elcomercio.pe/videos/pais/delegacion-de-cientificos-llegan-desde-china-para-el-inicio-de-ensayos-clinicos-videos-nnav-amtv-pais-noticia/
148,Coronavirus en Perú: especialistas advierten el peligro de automedicarse,"Expertos de la salud aseguran que la automedicación en los casos de personas con COVID-19, puede generar un riesgo alto de mortalidad. Lo recomen...",https://elcomercio.pe/videos/pais/coronavirus-en-peru-especialistas-advierten-el-peligro-de-automedicarse-videos-nnav-amtv-pais-noticia/
149,Vacuna COVID-19: este lunes se empieza a aplicar en la marcha blanca de los ensayos clínicos,"Para la marcha blanca, se citará a un reducido grupo de personas, según informó doctor Germán Málaga, de la universidad Cayetano.",https://elcomercio.pe/lima/sucesos/vacuna-covid-19-este-lunes-7-de-septiembre-inicia-marcha-blanca-de-ensayos-clinicos-de-la-candidata-a-vacuna-sinopharm-nndc-noticia/
150,Niños pueden tener anticuerpos de la COVID-19 y virus en su sistema a la vez,Los investigadores vieron que los pacientes de 6 a 15 años tardaron más tiempo en eliminar el virus (mediana de 32 días) en comparación con los p...,https://elcomercio.pe/mundo/actualidad/coronavirus-ninos-pueden-tener-anticuerpos-de-la-covid-19-y-virus-en-su-sistema-a-la-vez-segun-estudio-nndc-noticia/
151,Junín: técnico de farmacia fue dado de alta tras estar 63 días en UCI y superar el COVID-19,Familiares con carteles en mano y con una banda de músicos recibieron al paciente en los exteriores del hospital,https://elcomercio.pe/peru/junin-tecnico-de-farmacia-fue-dado-de-alta-tras-estar-63-dias-en-uci-y-superar-el-covid-19-nnpp-noticia/
152,La novia y dos hijos de Silvio Berlusconi también fueron contagiados de coronavirus,El miércoles se confirmó que el exprimer ministro italiano Silvio Berlusconi había dado positivo al nuevo coronavirus después de visitar la isla ...,https://elcomercio.pe/mundo/europa/coronavirus-silvio-berlusconi-la-novia-y-dos-de-sus-hijos-tambien-dieron-positivo-al-covid-19-barbara-y-luigi-berlusconi-marta-fascina-nndc-noticia/
153,Tenemos que hablar - Ep.90: Cifra total de fallecidos disminuyó en agosto | Podcast  ,En agosto disminuyó por primera vez la cifra de peruanos fallecidos por cualquier causa desde el inicio de la pandemia. según datos del Sinadef. ...,https://elcomercio.pe/podcast/tenemos-que-hablar/tenemos-que-hablar-ep90-cifra-total-de-fallecidos-disminuyo-en-agosto-podcast-pandemia-coronavirus-spotify-noticia/
154,Coronavirus: Así fue el regreso a las clases escolares en Europa luego de seis meses de espera,"Luego de seis meses de escuela interrumpida o fuertemente perturbada, millones de alumnos en Europa volvieron a las clases presenciales este mart...",https://elcomercio.pe/videos/global/coronavirus-asi-fue-el-regreso-a-las-clases-escolares-en-europa-luego-de-seis-meses-de-espera-video-nnav-noticia/
155,"“Pascha”, el mayor burdel de Europa, se declara en quiebra por el impacto del coronavirus","El mayor burdel de Europa, ubicado en la ciudad de Colonia en Alemania, se ha visto obligado a declararse en quiebra tras cinco meses sin activid...",https://elcomercio.pe/mundo/europa/coronavirus-pascha-el-mayor-burdel-de-europa-se-declara-en-quiebra-por-el-impacto-del-covid-19-colonia-alemania-nndc-noticia/
156,COVID-19 | Qué son los interferones: los “soldados de primera línea” con los que nuestro cuerpo combate el coronavirus,Los humanos producimos interferones de manera natural para combatir los efectos de algún virus y científicos ahora buscan formas de potenciarlos ...,https://elcomercio.pe/tecnologia/ciencias/covid-19-que-son-los-interferones-los-soldados-de-primera-linea-con-los-que-nuestro-cuerpo-combate-el-coronavirus-noticia/
157,Gobierno de Trump pide a los estados alistarse para distribuir vacuna contra la COVID-19 antes del 1 de noviembre,Los Centros para el Control y la Prevención de Enfermedades (CDC) de Estados Unidos han notificado a los funcionarios de salud pública en los 50 ...,https://elcomercio.pe/mundo/eeuu/coronavirus-la-administracion-trump-les-dice-a-los-estados-que-esten-listos-para-distribuir-la-vacuna-contra-la-covid-19-antes-del-1-de-noviembre-estados-unidos-usa-cdc-noticia/
158,"Mapa del coronavirus EN VIVO, HOY jueves 3 de setiembre del 2020: cifra actualizada de muertos e infectados","Desde el comienzo de la epidemia más de 26.074.140 personas contrajeron la enfermedad. De ellas al menos 17.071.200 se recuperaron, según las aut...",https://elcomercio.pe/mundo/actualidad/mapa-del-coronavirus-en-vivo-hoy-jueves-3-de-setiembre-del-2020-cifra-actualizada-de-muertos-e-infectados-de-covid-19-oms-pandemia-estados-unidos-usa-china-europa-america-asia-africa-noticia/
159,Bono Familiar Universal: ¿Crees que puedes ser parte de la lista de beneficiados? Consúltalo AQUÍ,"Entérate cómo acceder a este subsidio del Gobierno destinado a personas en situación de vulnerabilidad, pobreza y pobreza extrema. ",https://elcomercio.pe/respuestas/como/bono-familiar-universal-crees-que-puedes-ser-parte-de-la-lista-de-beneficiados-consultalo-aqui-midis-cuarentena-coronavirus-peru-nndc-noticia/
160,"No cantemos victoria, por Pedro Ortiz Bisso","¿Qué toca, entonces? Seguir con las precauciones como si nada hubiera cambiado.",https://elcomercio.pe/lima/sucesos/no-cantemos-victoria-por-pedro-ortiz-bisso-noticia/
161,"Coronavirus EN VIVO | Últimas noticias, casos y muertes por COVID-19 en el mundo, hoy 02 de setiembre",Coronavirus EN VIVO en el mundo | Sigue aquí EN DIRECTO las últimas noticias y conoce las cifras actualizadas de la pandemia COVID-19 en todo el ...,https://elcomercio.pe/mundo/actualidad/coronavirus-en-vivo-cifras-confirmadas-casos-muertes-y-noticias-de-pandemia-covid-19-en-el-mundo-hoy-miercoles-02-de-setiembre-2020-sars-cov-2-virus-oms-vacuna-covid-19-noticia/
162,"Coronavirus Perú EN VIVO | Cifras oficiales y noticias en el día 171 del estado de emergencia, hoy miércoles 02 de setiembre","Coronavirus Perú EN VIVO | Últimas noticias, cifras oficiales del Minsa y datos sobre el avance de la pandemia en el país, HOY miércoles 02 de se...",https://elcomercio.pe/peru/coronavirus-peru-en-vivo-cifras-oficiales-casos-muertos-y-noticias-hoy-miercoles-02-de-setiembre-2020-dia-171-del-estado-de-emergencia-cuarentena-focalizada-minsa-pilar-mazzetti-martin-vizcarra-noticia/
163,Mazzetti: las personas que lleguen al país deberán someterse a la prueba molecular antes de subir al avión  ,"La ministra de Salud indicó, además, que aún no se determina a qué tipo de prueba o protocolo será sometida la persona una vez que arribe al Perú...",https://elcomercio.pe/lima/sucesos/coronavirus-peru-pilar-mazzetti-anuncio-que-personas-que-lleguen-al-pais-deberan-someterse-a-prueba-molecular-antes-de-viajar-nndc-noticia/
164,Chile permitirá reuniones familiares en fiestas patrias y da inicio a reapertura de bares y restaurantes,"Las tradicionales “fondas” o ramadas, que se levantan para conmemorar las fiestas patrias de Chile, entre el 18 y el 20 de septiembre -cuando se ...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-chile-en-vivo-casos-y-cifras-oficiales-del-miercoles-2-de-setiembre-covid-19-chile-permitira-reuniones-familiares-en-fiestas-patrias-y-da-inicio-a-reapertura-de-bares-sebastian-pinera-paso-a-paso-cuarentena-en-vivo-minuto-a-minuto-noticia/
165,“Dios me dio una nueva oportunidad de vivir”: líder chavista Diosdado Cabello regresa a la TV tras vencer al coronavirus,"El pasado 9 de julio, Diosdado Cabello confirmó que se había contagiado con el coronavirus. Reconoció que vivió momentos difíciles y que a partir...",https://elcomercio.pe/mundo/venezuela/coronavirus-venezuela-diosdado-cabello-regresa-a-television-tras-vencer-al-covid-19-noticia/
166,Puno: unos 40 menores son sorprendidos en fiesta clandestina en Juliaca | VIDEO ,La intervención fue realizada por personal de la Municipalidad Provincial de San Román. Los menores fueron llevados a la comisaría.,https://elcomercio.pe/peru/puno-hallan-a-40-menores-en-fiesta-clandestina-dentro-de-hostal-en-juliaca-video-coronavirus-covid-19-nnpp-noticia/
167,México reporta 525 muertos y 4.921 nuevos casos de coronavirus en un día,"Los casos estimados en el país ascienden a 643.906, una cifra que se obtiene cuando a los casos confirmados se les añade un porcentaje de los sos...",https://elcomercio.pe/mundo/mexico/coronavirus-en-mexico-en-vivo-casos-y-cifras-oficiales-del-miercoles-2-de-setiembre-mexico-reporta-525-muertos-y-4921-nuevos-casos-de-covid-19-en-un-dia-ultimo-minuto-en-directo-amlo-cdmx-noticia/
168,The Rock confirmó que su familia y él dieron positivo por coronavirus,La leyenda de la lucha reveló en un video de Instagram los días complicados que vivió a raíz de la infección por COVID-19. “Ha sido una de las co...,https://elcomercio.pe/deporte-total/polideportivo/wwe-the-rock-confirmo-que-el-y-su-familia-dieron-positivo-por-coronavirus-nczd-noticia/
169,Argentina reporta 10.933 contagios y 199 muertes por coronavirus en un día,"En su reporte diario, el Ministerio de Salud informó que las camas de cuidados intensivos se encuentran en un 68,8 % de su ocupación en el Área M...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-argentina-en-vivo-casos-y-cifras-oficiales-del-miercoles-2-de-setiembre-argentina-reporta-10933-contagios-y-199-muertes-por-covid-19-en-un-dia-en-directo-minuto-a-minuto-amba-buenos-aires-alberto-fernandez-noticia/
170,“Estamos perdiendo la batalla contra el coronavirus”: el lamento de los médicos argentinos,La Sociedad Argentina de Terapia Intensiva (SATI) dice que sus profesionales están “exhaustos” y “los recursos para salvar a los pacientes se est...,https://elcomercio.pe/mundo/latinoamerica/coronavirus-estamos-perdiendo-la-batalla-contra-el-covid-19-el-lamento-de-los-medicos-argentinos-noticia/
171,Neymar y dos estrellas del PSG dieron positivo por coronavirus [VIDEO],"Tras la confirmación de tres casos positivos por coronavirus del PSG, L’Equipe ha señalado que son Neymar, Leandro Paredes y Ángel Di María",https://elcomercio.pe/deporte-total/futbol-mundial/neymar-y-dos-estrellas-del-psg-dieron-positivo-por-coronavirus-segun-lequipe-noticia/
172,“No nos están permitiendo defendernos bien contra el coronavirus”: critican a OMS por su postura sobre contagio por el aire,José Luis Jiménez y otros expertos opinan que la OMS debe ser más contundente en aceptar que el coronavirus se propaga por el aire,https://elcomercio.pe/mundo/actualidad/contagio-de-covid-19-no-nos-estan-permitiendo-defendernos-bien-contra-el-coronavirus-los-expertos-que-critican-a-la-oms-por-su-postura-sobre-el-contagio-por-el-aire-noticia/
173,"PSG confirmó tres casos positivos por coronavirus, serían Neymar, Ángel Di María y Leandro Paredes","Tras la confirmación de tres casos positivos por coronavirus del PSG, L’Equipe ha señalado que son Neymar, Leandro Paredes y Ángel Di María.",https://elcomercio.pe/videos/deportes/deporte-total-futbol-mundial-neymar-angel-di-maria-y-leandro-paredes-serian-los-tres-casos-positivos-por-coronavirus-en-el-psg-nnav-vr-video-noticia/
174,Estados Unidos registra 1.080 muertes por coronavirus en un día y 41.435 nuevos contagios,Estados Unidos alcanzó este miércoles la cifra de 6.111.485 casos confirmados de coronavirus COVID-19 y la de 185.669 fallecidos,https://elcomercio.pe/mundo/eeuu/coronavirus-en-estados-unidos-en-vivo-hoy-miercoles-2-de-setiembre-de-2020-estados-unidos-registra-1080-muertes-por-covid-19-en-un-dia-y-41435-nuevos-contagios-usa-casos-y-cifras-oficiales-donald-trump-noticia/
175,Dwayne Johnson reveló que él y su familia dieron positivo a coronavirus,"A través de su cuenta oficial de Instagram, el actor compartió un video donde habla de su salud y la de su familia. ",https://elcomercio.pe/tvmas/hollywood/coronavirus-dwayne-johnson-revelo-que-el-y-su-familia-dieron-positivo-a-covid-19-estados-unidos-usa-eeuu-nndc-noticia/
176,"América registra el mayor número de trabajadores de la salud con COVID-19 en el mundo, según la OPS","La directora de la Organización Panamericana de la Salud, Carissa Etienne, indicó este miércoles, que el continente americano registra el mayor n...",https://elcomercio.pe/videos/global/america-registra-el-mayor-numero-de-trabajadores-de-la-salud-con-covid-19-en-el-mundo-segun-la-ops-video-nnav-vr-noticia/
177,"Estrategias para reducir la incertidumbre actual en los negocios, por Américo Vallenas","“Para poder estar mejor preparados ante los retos que surgen de la crisis y la incertidumbre, es fundamental que las empresas inviertan en sus ca...",https://elcomercio.pe/economia/opinion/estrategias-para-reducir-la-incertidumbre-actual-por-americo-vallenas-coronavirus-banco-mundial-fmi-coronavirus-pandemia-noticia/
178,Gobierno de Canadá insta a usar mascarilla durante el sexo para evitar el coronavirus,"La directora de Salud Pública de Canadá, Theresa Tam, señaló que hay una “probabilidad muy baja” de transmisión del nuevo coronavirus a través de...",https://elcomercio.pe/mundo/norteamerica/coronavirus-canada-oficial-de-salud-insta-a-usar-mascarilla-durante-el-sexo-para-evitar-covid-19-nndc-noticia/
179,Minsa reportó 6.308 nuevos casos confirmados de COVID-19 y el número acumulado llega a 663.437,"La cifra de contagiados por coronavirus tuvo un nuevo incremento este miércoles, pasando de 657.129 a 663.437, según el Ministerio de Salud.",https://elcomercio.pe/lima/sucesos/coronavirus-peru-minsa-reporto-6308-nuevos-casos-confirmados-de-covid-19-y-el-numero-acumulado-llega-a-663437-estado-de-emergencia-nndc-noticia/
180,Coronavirus en Perú: 480.177 pacientes se recuperaron y fueron dados de alta,"El Ministerio de Salud detalló que a la fecha el número de contagiados por coronavirus subió a 663.437 en el país. Además, hay un total de 29.259...",https://elcomercio.pe/lima/sucesos/coronavirus-en-peru-coronavirus-en-peru-480177-pacientes-se-recuperaron-y-fueron-dados-de-alta-estado-de-emergencia-nndc-noticia/
181,Colombia reporta 296 muertes por coronavirus en un día y 9.270 nuevos contagios,"Según el boletín diario del Ministerio de Salud, 3.023 de los nuevos infectados estuvieron en Bogotá, ciudad a la que siguieron los departamentos...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-colombia-en-vivo-casos-y-cifras-oficiales-del-miercoles-2-de-setiembre-colombia-reporta-296-muertes-por-covid-19-en-un-dia-y-9270-nuevos-contagios-ultimo-minuto-en-directo-ivan-duque-claudia-lopez-bogota-noticia/
182,Coronavirus en Perú: Piura en alerta por aumento de pacientes críticos,Las autoridades sanitarias advirtieron el incremento de pacientes contagiados por coronavirus. Indicaron que los afectados por el virus asisten a...,https://elcomercio.pe/videos/pais/coronavirus-en-peru-piura-en-alerta-por-aumento-de-pacientes-criticos-por-covid-19-videos-nnav-amtv-pais-noticia/
183,Brasil confirma 1.184 muertes por coronavirus en un día y el total se acerca a 124.000,"Brasil se mantiene así, en números absolutos, como el segundo país en el mundo más castigado por la emergencia sanitaria, detrás de Estados Unido...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-brasil-en-vivo-casos-y-cifras-oficiales-del-miercoles-2-de-setiembre-brasil-confirma-1184-muertes-por-covid-19-en-un-dia-y-el-total-se-acerca-a-124000-jair-bolsonaro-ultimas-noticias-noticia/
184,Minsa reporta 191 nuevos decesos por COVID-19 y el número acumulado de fallecidos llega a 29.259 ,"El Ministerio de Salud había informado el último martes que la cifra de muertos era de 29.068. Además, la entidad precisó que el número de contag...",https://elcomercio.pe/lima/sucesos/coronavirus-peru-minsa-reporta-191-nuevos-decesos-por-covid-19-y-el-numero-acumulado-de-fallecidos-llega-a-29259-estado-de-emergencia-nndc-noticia/
185,United Airlines eliminará más de 16.000 empleos por baja demanda en medio de COVID-19,Las reducciones de puestos de trabajo de United se suman a los 19.000 recortes de empleos planificados por American Airlines Group Inc. ,https://elcomercio.pe/economia/mundo/united-airlines-eliminara-mas-de-16000-empleos-por-baja-demanda-en-medio-de-covid-19-aerolineas-noticia/
186,América es el continente con más trabajadores de la salud infectados de coronavirus,"Carissa Etienne, directora de la OPS, oficina regional de la Organización Mundial de la Salud (OMS), dijo en rueda de prensa que casi 570.000 tra...",https://elcomercio.pe/mundo/actualidad/coronavirus-america-es-el-continente-con-mas-trabajadores-de-la-salud-infectados-de-covid-19-segun-la-ops-noticia/
187,Neymar agradeció los mensajes de apoyo tras positivo por coronavirus,"El brasileño dejó un tranquilizador mensaje, luego de que L’Équipe confirme que sea uno de los tres jugadores contagiados de COVID-19 del PSG",https://elcomercio.pe/deporte-total/futbol-mundial/neymar-agradecio-los-mensajes-de-apoyo-en-instagram-tras-positivo-por-coronavirus-nczd-noticia/
188,Estudiantes europeos volvieron a sus escuelas luego de 6 meses de ausencia ,"Luego de 6 meses de clases presenciales suspendidas debido a la pandemia, los estudiantes europeos retornan a las aulas. ",https://elcomercio.pe/videos/global/estudiantes-europeos-volvieron-a-sus-escuelas-luego-de-6-meses-de-ausencia-nnav-vr-video-noticia/
189,Trump dará 108 millones de dólares a la OMS pese a querer retirarse del organismo,Funcionarios del Gobierno de Estados Unidos explicaron que esos US$108 millones ayudarán a subvencionar esfuerzos contra la polio y la gripe en L...,https://elcomercio.pe/mundo/eeuu/coronavirus-estados-unidos-dara-108-millones-de-dolares-a-la-oms-pese-a-querer-retirarse-del-organismo-por-orden-de-donald-trump-usa-noticia/
190,Agricultores de Guatemala innovan con comercio en línea,"En San Marcos, frontera guatemalteca con México, varios jóvenes agricultores han visto un exponencial crecimiento en las ventas de sus cultivos o...",https://elcomercio.pe/videos/global/agricultores-de-guatemala-innovan-con-comercio-en-linea-pandemia-nnav-agefe-noticia/
191,Médicos argentinos alertan: “Estamos perdiendo la batalla” contra la COVID-19,"El Gobierno argentino reconoció este miércoles que la expansión del sistema de salud “ha llegado al límite”, luego de que la Sociedad Argentina d...",https://elcomercio.pe/videos/global/medicos-argentinos-alertan-estamos-perdiendo-la-batalla-contra-la-covid-19-pandemia-nnav-agefe-noticia/
192,"Bolivia, con 5.000 muertos por COVID-19, retoma trabajo en oficinas públicas",Bolivia retomó el martes la jornada laboral en las oficinas públicas luego de meses de paralización por la pandemia de coronavirus. (Fuente: AFP),https://elcomercio.pe/videos/global/bolivia-con-5000-muertos-por-covid-19-retoma-trabajo-en-oficinas-publicas-nnav-agafp-noticia/
193,"Mapa del coronavirus EN VIVO, HOY miércoles 2 de setiembre del 2020: cifra actualizada de muertos e infectados",El martes se registraron en el mundo 6.262 nuevas muertes y 262.790 contagios. Los países que más fallecidos registraron según los últimos balanc...,https://elcomercio.pe/mundo/actualidad/mapa-del-coronavirus-en-vivo-hoy-miercoles-2-de-setiembre-del-2020-cifra-actualizada-de-muertos-e-infectados-de-covid-19-en-el-mundo-oms-pandemia-estados-unidos-usa-china-europa-america-asia-africa-noticia/
194,Bono Familiar Universal: LINK oficial de consulta para saber si eres beneficiario de los 760 soles ,"Entérate cómo acceder a este subsidio del Gobierno destinado a personas en situación de vulnerabilidad, pobreza y pobreza extrema. ",https://elcomercio.pe/respuestas/como/bono-familiar-universal-consulta-en-este-link-oficial-si-eres-beneficiario-de-la-ayuda-de-760-soles-midis-s760-covid-19-coronavirus-nndc-noticia/
195,Bono Familiar Universal: ¿aún no sabes si estás en la lista de beneficiarios? Realiza AQUÍ tu consulta ,"Entérate cómo acceder a este subsidio del Gobierno destinado a personas en situación de vulnerabilidad, pobreza y pobreza extrema. ",https://elcomercio.pe/respuestas/como/bono-familiar-universal-quieres-saber-si-te-encuentras-en-el-padron-de-beneficiados-aqui-los-pasos-midis-cuarentena-coronavirus-peru-nndc-noticia/
196,Hombre de 63 años con trasplante de corazón y diabetes superó al coronavirus,Tras permanecer 48 días conectado al ventilador mecánico y cumplir 63 días en el área para pacientes con coronavirus,https://elcomercio.pe/peru/hombre-de-63-anos-con-trasplante-de-corazon-y-diabetes-supero-al-coronavirus-nnpp-noticia/
197,Papa Francisco se volvió a encontrar con los fieles en el Vaticano | FOTOS,"Fieles y curiosos pudieron intercambiar algunas palabras con el papa, aunque sin abrazos y con mascarillas por el coronavirus, en su primera audi...",https://elcomercio.pe/mundo/actualidad/coronavirus-papa-francisco-se-volvio-a-encontrar-con-los-fieles-en-el-vaticano-covid-19-fotos-nndc-noticia/
198,Martín Vizcarra: todo lo que dijo en su pronunciamiento en el día 170 del estado de emergencia por coronavirus,El jefe de Estado brindó alcances respecto a la evaluación integral de las medidas adoptadas durante el estado de emergencia.,https://elcomercio.pe/lima/sucesos/martin-vizcarra-en-vivo-ofrecera-pronunciamiento-en-el-dia-170-del-estado-de-emergencia-por-coronavirus-coronavirus-peru-covid-19-en-directo-presidente-del-peru-pandemia-nndc-noticia/
199,“Estado de Emergencia” y “Cuarentena Focalizada”: ¿En qué se diferencian?,"Desde el 1 de setiembre, las regiones de Cusco, Moquegua, Puno y Tacna entrarán en cuarentena focalizada en toda su jurisdicción. Más de 40 provi...",https://elcomercio.pe/respuestas/coronavirus-cual-es-la-diferencia-entre-cuarentena-focalizada-y-estado-de-emergencia-covid-19-revtli-noticia/
200,COVID-19 en Perú: llegaron las dosis de la candidata a vacuna para inicio de ensayos clínicos ,Ministra de Salud Pilar Mazzetti saludó a la delegación de representantes de Sinopharm que llegó con la vacunas contra la COVID-19 para dar inici...,https://elcomercio.pe/lima/sucesos/covid-19-en-peru-llegaron-las-dosis-de-la-candidata-a-vacuna-para-inicio-de-ensayos-clinicos-sinopharm-nndc-noticia/
201,¿Qué significa cuarentena focalizada y qué restricciones tiene en Perú?,El Ejecutivo extendió el estado de emergencia y la cuarentena focalizada hasta el 30 de setiembre. En esta nota todos los detalles,https://elcomercio.pe/respuestas/cuarentena-focalizada-que-es-y-que-restricciones-tiene-en-el-peru-estado-de-emergencia-coronavirus-peru-covid-19-pandemia-cusco-ica-puno-tacna-huancavelica-ayacucho-lima-cajamarca-revtli-noticia/
202,Ex primer ministro de Italia Silvio Berlusconi dio positivo por coronavirus,"Alberto Zangrillo, médico de cabecera de Silvio Berlusconi, manifestó que no presenta síntomas y se encuentra aislado en su domicilio",https://elcomercio.pe/mundo/europa/silvio-berlusconi-exprimer-ministro-de-italia-dio-positivo-por-coronavirus-covid-19-nndc-noticia/
203,Millones de niños europeos vuelven al colegio luego de 6 meses de crisis por el coronavirus,"Los estudiantes franceses, belgas, rusos y británicos volvieron a sus escuelas este 1 de setiembre. Ellos no se encontraron con el colegio de “an...",https://elcomercio.pe/mundo/europa/coronavirus-europa-millones-de-ninos-de-francia-reino-unido-belgica-y-rusia-regresan-al-colegio-en-medio-de-la-pandemia-de-covid-19-fotos-nndc-noticia/
204,El positivo de Courtois al coronavirus quedó descartado,Thibaut Courtois continuará entrenando con la selección de Bélgica para los partidos contra Dinamarca e Islandia por la Nations League de UEFA,https://elcomercio.pe/deporte-total/futbol-mundial/coronavirus-real-madrid-thibaut-courtois-descartado-el-positivo-al-covid-19-del-portero-belga-nczd-noticia/
205,"España registra 8.551 nuevos casos de coronavirus, la mayoría en Madrid","La comunidad autónoma madrileña notificó hoy a las autoridades sanitarias 2.401 positivos nuevos, 1.362 en las últimas 24 horas",https://elcomercio.pe/mundo/espana/coronavirus-espana-en-vivo-hoy-miercoles-2-de-setiembre-registra-8551-nuevos-casos-de-covid-19-la-mayoria-en-madrid-salvador-illa-cataluna-ultimas-noticias-infectados-contagiados-muertos-rebrotes-y-resumen-de-hoy-en-directo-noticia/
206,Miraflores: nuevos repartidores por delivery dieron positivo a la COVID-19 ,"En el distrito de Miraflores, la municipalidad llevó a cabo, por segunda vez, la toma de pruebas COVID-19 a los trabajadores de empresas de deliv...",https://elcomercio.pe/videos/pais/miraflores-nuevos-repartidores-por-delivery-dieron-positivo-a-la-covid-19-videos-nnav-amtv-pais-noticia/
207,Vacuna COVID-19: ¿cuándo llegará al Perú para el inicio de los ensayos clínicos?,En los próximos días llegarán al país las vacunas en fase de prueba que serán aplicadas a 6 mil voluntarios peruanos. ,https://elcomercio.pe/respuestas/cuando/vacuna-covid-19-cuando-llegara-al-peru-para-la-realizacion-de-los-ensayos-clinicos-coronavirus-covid-19-sinopharm-universidad-cayetano-heredia-unmsm-china-revtli-noticia/
208,"“Argentina demuestra que las cuarentenas prolongadas son un desastre”, el duro artículo en The Telegraph",El diario británico The Telegraph publicó un artículo en el que analiza la estrategia del gobierno de Alberto Fernández frente a la pandemia de c...,https://elcomercio.pe/mundo/latinoamerica/coronavirus-argentina-demuestra-que-las-cuarentenas-prolongadas-son-un-desastre-el-duro-articulo-en-the-telegraph-covid-19-noticia/
209,Comas habilita línea de Whatsapp para denunciar fiestas clandestinas,La Municipalidad de Comas anunció la implementación de otra estrategia para combatir los contagios por COVID-19. Se trata de una línea whatsapp e...,https://elcomercio.pe/videos/pais/comas-habilita-linea-de-whatsapp-para-denunciar-fiestas-clandestinas-videos-nnav-amtv-pais-noticia/
210,Coronavirus en Perú: jóvenes juegan fulbito en cancha sintética de galería,Los sujetos reunidos no llevaban puesta la mascarilla y disfrutaban del deporte colectivo prohibido durante el estado de emergencia por coronavir...,https://elcomercio.pe/videos/pais/coronavirus-en-peru-jovenes-juegan-fulbito-en-cancha-sintetica-de-galeria-videos-nnav-amtv-pais-noticia/
211,Bono 380 ‘Yo me quedo en casa’ - LINK: averigua AQUÍ si eres beneficiario y los pasos a seguir para cobrar,Revisa si eres beneficiario del subsidio de 380 soles ofrecido por el Gobierno y conoce la fecha hasta cuándo podrás cobrarlo.,https://elcomercio.pe/respuestas/bono-380-yo-me-quedo-en-casa-link-y-como-saber-si-soy-beneficiario-subsidio-380-soles-coronavirus-covid-19-estado-de-emergencia-coronavirus-en-peru-revtli-noticia/
